id,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,calculated_host_listings_count
20792613,2,1,1,1,1097,1,0,1,1125,14,44,68,338,92,16
20794582,2,1,1,1,1097,1,0,1,1125,18,48,72,343,63,16
20794840,2,1,1,1,1401,1,0,1,1125,22,52,82,354,19,16
20795219,2,1,1,1,1401,1,0,1,1125,25,55,84,356,34,16
20795489,3,1,1,2,1523,2,305,2,1125,8,22,49,139,20,15
20795605,2,1,1,1,1097,1,0,1,1125,20,50,77,348,62,16
20795639,1,.5,1,1,701,1,0,2,7,0,0,0,0,20,1
20796039,2,1,1,1,1097,1,0,1,1125,18,44,72,341,90,16
20796220,2,1,1,1,1188,1,0,1,1125,20,48,78,345,90,16
20796221,2,1,1,1,1401,1,0,1,1125,15,42,72,341,62,16
20796344,2,1,1,1,1188,1,0,1,1125,16,46,76,346,71,16
20796472,2,1,1,1,1188,1,0,1,1125,22,52,82,353,64,16
20796550,2,1,1,1,1188,1,0,1,1125,19,46,76,345,54,16
20796563,4,1,1,2,1098,2,300,1,1125,27,57,87,178,1,13
20796681,2,1,1,1,1614,1,0,1,1125,16,43,73,343,47,16
20796933,2,1,1,1,1614,1,0,1,1125,1,29,59,329,25,16
20797042,4,2,0,2,2193,1,0,1,1125,27,57,85,358,14,16
20797194,10,5,1,10,487,1,1000,1,1125,29,59,89,89,0,4
20797199,8,5,1,8,549,1,1000,1,1125,29,59,89,90,1,4
20797205,8,5,1,8,487,1,1000,1,1125,27,57,87,87,0,4
20797531,6,2,1,3,2102,16,0,2,1125,1,26,44,124,55,4
20804020,1,1,2,1,1006,1,0,1,5,0,0,0,0,0,2
20804055,4,1,0,2,1281,2,200,1,1125,20,20,49,137,28,19
20805001,1,1,1,1,1098,1,0,5,1125,0,0,0,0,0,57
20806146,2,1,1,1,914,1,200,3,1125,12,12,12,12,12,57
20806853,2,1,1,1,853,1,200,3,1125,1,1,1,1,6,57
20807129,2,1,1,1,1189,1,200,5,1125,0,0,0,0,1,57
20807359,2,1,1,1,1098,1,200,4,1125,0,0,0,0,1,57
20807778,1,.5,1,12,396,1,492,1,1,30,60,90,90,7,5
20810353,2,1,1,1,1097,1,400,5,1125,12,36,66,152,40,2
20812060,3,1,1,1,792,2,499,1,1125,16,46,76,76,62,1
20813572,2,1,1,1,822,1,0,1,180,22,52,82,167,9,10
20817994,2,2,1,1,701,1,400,2,365,0,0,0,0,8,1
20821340,2,1,1,1,3534,1,0,1,1125,30,60,90,180,1,3
20821344,2,1,1,1,2528,1,0,1,1125,29,59,89,179,0,3
20821345,2,1,1,1,2924,1,0,1,1125,30,60,90,365,2,3
20821462,3,1,1,1,2376,2,305,3,1125,13,24,28,278,2,4
20822528,16,2,2,6,6001,8,600,3,1125,29,59,89,361,3,10
20824795,6,5,1,6,1797,1,0,2,90,21,45,67,151,13,10
20825821,8,1,2,2,3690,5,162,2,1125,8,32,57,145,14,4
20837335,2,1,1,2,792,1,400,1,30,4,30,58,146,50,1
20837845,1,1,1,1,883,1,0,1,5,24,50,76,337,2,2
20837861,6,1,2,6,2985,1,0,1,1125,27,57,87,362,0,1
20839590,16,2,2,5,6001,10,600,1,1125,30,60,85,355,9,5
20840167,6,2,3,3,3198,6,500,2,60,5,13,23,90,54,7
20841669,6,1,0,1,1494,2,500,2,1125,23,53,83,358,7,6
20842185,2,1,1,1,854,1,0,2,1125,0,0,0,0,0,1
20850003,9,3,4,4,5788,4,400,2,1125,9,21,31,285,26,37
20851392,2,1,1,2,792,1,0,1,1125,0,0,0,63,20,2
20852001,2,1,1,1,883,2,200,30,1124,23,53,66,338,0,37
20852353,2,1,1,1,853,2,200,30,1124,0,3,20,295,0,37
20852480,4,1,2,2,1188,2,150,30,1124,0,6,8,280,0,37
20855877,4,1,1,2,1493,2,300,1,100,30,60,90,178,4,1
20865392,16,8,1,16,366,1,380,1,1125,29,59,89,363,13,11
20866407,5,1,2,3,2406,2,457,3,99,18,45,75,165,23,12
20870849,4,1,2,2,1462,2,450,3,365,0,0,0,0,16,1
20877279,2,1,1,1,1006,1,0,1,30,0,0,0,0,1,1
20881525,5,1,1,3,1403,3,230,1,1125,18,34,58,329,16,19
20889782,2,1,1,1,1097,1,300,1,1125,0,0,28,28,5,2
20891981,1,1,1,1,1097,1,0,3,1125,16,16,16,16,6,57
20892907,4,1,1,2,853,2,155,1,180,10,36,59,143,21,18
20894692,6,2,3,6,2501,4,200,2,1125,0,5,5,227,60,5
20894718,4,1,1,2,1584,4,300,1,90,24,54,84,84,5,46
20895326,4,1,1,1,884,2,300,1,1125,12,32,62,153,51,10
20898506,2,1,1,1,640,1,300,1,30,0,0,0,0,53,3
20902719,8,2,3,6,4813,4,700,1,90,1,15,28,126,115,9
20904755,2,1,0,1,1493,1,0,30,90,29,59,89,364,0,4
20904989,2,1,0,1,1401,1,0,30,90,29,59,89,364,0,4
20905726,2,1,1,1,701,1,200,1,1125,0,0,0,0,0,1
20908626,2,1,1,1,2102,1,0,2,1125,0,0,0,265,7,8
20910737,8,2,3,4,3198,2,450,3,1124,10,20,47,60,55,6
20911322,2,1,1,1,1401,1,300,1,365,12,37,67,67,8,1
20912247,4,1,1,2,914,2,300,1,30,13,34,58,127,103,6
20914149,4,1,1,2,2254,2,318,2,1125,19,49,79,349,60,2
20915110,4,1,1,2,1066,2,300,1,1125,27,57,87,177,2,13
20915528,4,1,1,2,1371,1,0,1,1125,27,57,87,267,12,7
20919573,1,1,1,1,487,1,0,1,7,14,44,74,74,5,1
20920033,6,1,1,3,1401,5,153,2,180,14,33,57,142,11,10
20920862,5,1,3,3,3594,4,800,2,1124,22,52,82,162,31,8
20922000,5,1,3,3,3594,4,800,2,1124,20,50,80,160,31,8
20924654,2,1,1,1,1188,2,300,1,1125,20,45,75,75,31,1
20924752,2,1,0,1,792,1,200,1,14,0,0,3,3,25,1
20929623,4,1,1,2,3202,1,0,1,1125,15,42,68,237,4,11
20931518,3,.5,1,1,640,1,450,2,7,23,53,83,83,16,1
20935090,4,2,2,3,6610,1,1000,2,1125,30,60,90,178,0,1
20937139,2,1,0,1,1889,2,1000,1,180,15,37,63,63,60,2
20937349,5,1,3,3,3808,4,800,2,1124,3,29,59,139,47,8
20940386,2,1,1,1,1127,1,0,1,1125,13,43,65,241,108,12
20942117,2,1,1,1,1281,1,0,1,30,0,0,0,0,1,1
20942777,2,1,0,1,914,1,0,1,1125,5,35,65,338,14,2
20949623,3,1,1,1,701,1,200,3,1125,0,0,0,0,4,57
20951596,4,1,2,2,3046,2,457,3,360,9,36,66,156,0,12
20952203,2,1,1,1,1281,1,0,2,200,14,40,67,82,23,18
20953621,2,1,0,1,1586,2,0,2,1125,24,47,77,352,15,6
20953861,2,1,0,1,1586,2,0,2,1125,18,48,78,353,15,6
20954273,2,1,1,1,518,1,500,1,1125,0,0,0,0,17,1
20963163,4,1,1,2,1188,2,300,1,90,13,43,73,73,11,46
20963351,10,2,3,5,5209,5,900,2,1124,11,31,57,137,28,11
20963533,2,1,1,1,1097,2,300,1,90,27,57,87,87,14,46
20964600,2,1,1,1,2501,1,0,2,90,0,0,0,0,0,1
20965663,4,1,1,2,3599,4,0,1,1125,19,47,73,242,1,11
20967317,2,1,1,1,1218,1,0,1,1125,8,35,65,65,31,9
20972468,2,1,1,1,1006,1,0,1,15,0,0,0,0,1,1
20972849,2,1,1,1,883,1,160,1,30,29,59,89,89,89,1
20973135,2,1,1,1,2711,1,0,2,7,14,40,65,147,66,3
20975216,3,1,1,1,701,2,457,1,1125,19,21,21,21,54,4
20976308,2,1,1,1,975,2,500,2,1125,15,43,73,73,21,3
20976624,2,1,1,1,2989,1,0,2,1125,0,0,0,0,0,1
20983357,3,1,1,1,2501,4,500,1,1124,0,0,0,0,53,1
20984231,1,1,1,1,670,1,0,2,14,27,57,87,87,10,1
20984672,2,1,1,1,914,1,0,1,180,23,50,72,156,15,8
20984907,3,1,0,2,2711,2,609,3,1125,8,21,47,116,6,16
20985359,6,1,1,3,1401,5,200,2,180,9,26,35,119,19,8
20985395,2,1,1,1,1006,1,0,1,6,0,0,0,0,1,1
20986287,2,1,1,1,792,1,500,1,365,0,0,0,241,6,4
20986526,1,1,1,1,792,1,0,3,365,0,26,43,43,12,1
20987084,2,1,1,1,1584,1,0,1,1125,0,28,30,30,3,5
20987903,1,1,1,1,457,1,0,1,1125,29,59,89,89,0,1
20988820,2,1,1,1,2711,1,0,3,1125,22,52,82,172,13,16
20989755,3,1,1,2,1005,2,288,2,1125,15,41,50,50,62,5
21003240,9,2,3,6,4508,4,300,2,300,26,53,83,83,1,15
21003606,7,1,2,4,2985,2,300,2,360,26,56,86,176,23,15
21004466,2,1,1,1,1005,1,0,1,1124,20,50,80,165,3,10
21007658,1,1,1,1,457,1,0,1,3,30,60,90,180,2,1
21014298,6,2,3,3,12002,1,0,1,1125,27,57,87,362,2,4
21015311,2,1,1,1,1188,1,0,1,1125,3,30,40,129,34,17
21015574,2,1,1,1,1066,1,0,1,1125,20,50,80,160,4,8
21015708,2,1,1,1,883,1,0,30,1125,0,22,22,246,4,16
21015740,2,1,1,1,883,1,0,30,1125,0,0,29,304,3,16
21015749,2,1,1,1,944,1,0,30,1125,0,0,28,303,2,16
21016836,10,5,1,10,609,1,600,1,1125,30,60,90,362,3,2
21030348,2,1,1,1,792,1,0,30,1125,0,20,25,300,0,16
21030403,2,1,1,1,944,1,0,30,1125,0,0,28,303,3,16
21030463,2,1,1,1,914,1,0,30,1125,0,28,58,333,0,16
21031211,2,1,1,2,1006,1,0,1,14,0,0,0,0,2,1
21033190,2,1,1,1,2102,1,0,2,1125,26,56,86,359,3,8
21033327,2,1,1,1,914,1,0,30,1125,0,0,0,213,1,16
21037834,10,3,3,6,6092,8,305,1,1125,11,23,44,316,12,2
21041090,2,1,1,1,792,1,0,30,1125,2,2,2,250,1,16
21046736,2,1,1,1,1097,1,300,1,1125,13,43,73,73,16,2
21047965,2,1,1,1,549,1,300,1,7,0,0,0,0,1,1
21048780,2,1,1,1,1188,2,300,1,60,19,48,50,50,31,8
21049068,2,1,1,1,1767,1,0,1,1125,0,28,57,144,0,5
21049093,5,1,1,2,1403,3,300,2,31,15,45,71,104,50,3
21051386,4,1,1,2,2287,3,300,1,1125,13,34,58,137,22,11
21051807,3,1,1,2,2104,2,300,1,1125,14,41,67,236,6,11
21055777,5,1,2,2,2285,2,457,2,90,0,0,7,97,7,12
21059299,2,1,0,1,1523,1,0,2,90,19,46,60,60,40,18
21061129,6,1,0,3,2592,3,400,2,28,13,33,55,141,43,7
21062409,3,1,1,2,2104,2,300,1,1125,7,31,50,203,25,11
21068397,3,1,1,2,1249,2,500,2,60,18,44,74,161,17,6
21068935,2,1,0,1,1098,2,0,3,15,14,44,74,165,25,2
21069747,2,1,1,2,1188,2,500,1,1125,28,58,60,60,4,8
21069760,2,1,0,1,1067,2,0,2,999,20,28,58,333,8,8
21069901,3,1,1,2,1706,1,300,1,365,29,59,61,61,1,8
21069968,4,1,1,2,2193,1,300,1,60,30,60,62,62,0,8
21070719,16,4,4,8,9869,8,457,1,60,1,4,23,106,0,12
21071253,5,1,1,3,1614,1,0,28,1125,0,0,0,265,0,46
21071406,2,1,0,1,914,1,0,3,10,23,53,83,358,0,1
21082422,1,1,1,1,1493,1,300,1,1125,0,0,2,2,13,1
21083767,2,1,1,1,914,1,0,1,180,19,47,77,161,15,8
21084463,3,1,1,2,1189,2,350,2,1125,4,14,20,265,83,6
21087552,7,1,2,4,1493,2,300,1,60,8,26,39,291,45,4
21088654,6,1,2,3,1279,2,300,1,60,13,43,57,319,42,4
21096528,8,3,4,6,13799,8,800,1,1125,12,30,48,299,15,9
21100732,2,1,1,2,305,1,267,20,1125,0,12,42,317,30,1
21102422,3,1,1,2,2104,2,300,1,1125,12,21,30,199,14,11
21102983,2,1,1,1,701,1,0,1,1125,0,0,0,121,57,2
21104923,3,1,1,1,1005,2,1000,1,1125,11,15,44,131,5,10
21105374,8,1,3,3,3202,6,400,1,1125,9,26,39,119,20,4
21108756,4,1,2,2,3808,1,0,1,60,16,41,63,153,61,1
21112881,8,1,2,4,2867,4,400,1,1125,22,51,78,83,16,2
21113872,2,1,1,1,1189,1,0,1,5,0,0,0,0,1,1
21114672,2,1,1,1,3503,1,500,1,30,29,59,89,89,1,1
21115291,2,1,1,1,3324,1,3000,1,1125,0,0,0,0,1,22
21115417,2,1,1,1,2379,1,3000,1,1125,0,0,0,0,1,22
21115603,2,1,1,2,2379,1,3000,1,1125,0,0,0,0,0,22
21115704,2,1,1,1,2013,1,3000,1,1125,0,0,0,0,0,22
21117412,4,1,1,1,2013,2,300,1,1125,0,0,0,0,10,12
21117767,4,1,1,1,2013,2,300,2,1125,0,0,0,0,12,12
21117991,4,1,1,2,2287,3,300,1,1125,0,0,0,0,14,12
21118177,4,1,1,1,2013,2,300,2,112,0,0,0,0,8,12
21129048,1,2,1,1,731,1,0,1,1125,0,0,1,246,10,12
21129203,4,1,2,2,2989,1,0,1,1125,0,0,0,0,52,6
21130497,4,0,1,4,2135,1,3000,1,1125,0,0,0,0,0,22
21133929,4,1,1,2,3503,2,1000,2,30,23,53,77,164,39,1
21134362,5,1,1,3,1401,3,300,2,1124,6,19,30,116,19,5
21135484,4,1,0,1,1249,2,300,1,90,11,41,71,71,8,46
21135728,14,2.5,3,8,3290,6,500,1,365,9,13,19,269,52,1
21137100,5,1,1,3,2379,4,600,1,365,23,53,83,84,35,2
21143113,1,3,3,3,1279,1,0,1,1125,0,28,58,145,1,5
21143439,3,3,3,6,2285,1,0,1,1125,0,28,58,148,1,5
21143692,4,6,6,2,2681,1,0,1,1125,0,28,56,141,0,5
21146905,6,3,3,3,2406,6,604,2,14,16,41,67,67,2,1
21147286,2,1,1,1,2498,2,500,1,1125,25,55,85,85,17,1
21147395,4,1,1,2,487,1,189,1,1125,14,44,74,74,23,12
21148712,5,1,0,2,1462,4,300,1,90,22,52,82,82,15,46
21153990,4,1.5,2,3,3812,1,569,1,1125,0,0,0,0,6,1
21154864,1,1,1,1,975,1,0,7,1125,30,60,90,90,6,1
21156398,4,1,1,2,1189,2,500,1,60,2,18,36,120,91,1
21156606,2,1,1,2,1189,1,0,2,1125,24,54,84,357,16,7
21156854,6,3,3,3,2224,2,640,2,1125,10,22,44,309,41,2
21157078,4,1,1,2,853,1,300,1,1125,7,35,56,137,47,1
21160784,3,1.5,1,1,640,1,300,1,1125,28,58,87,359,36,1
21164512,2,1,1,1,640,1,0,2,1125,26,56,86,167,17,1
21164570,12,2,4,9,3016,6,274,1,1125,18,44,66,150,24,4
21166014,4,1,0,2,2010,2,800,2,1125,27,57,87,177,29,1
21169072,2,2,1,4,2196,2,800,1,1125,0,0,0,0,0,4
21169726,4,1,0,2,1586,2,400,2,1124,18,48,78,169,51,7
21170672,8,1,3,4,2010,5,0,6,1125,28,51,76,76,1,3
21177190,1,1,1,1,518,1,0,30,1125,0,0,0,241,1,40
21180149,16,2,3,8,4880,8,305,1,1125,8,22,33,276,51,33
21180462,2,1,1,1,1159,1,0,1,1125,22,52,82,83,24,3
21192527,4,1,2,1,1401,2,500,2,1125,3,32,34,272,44,3
21192652,2,1,1,1,2010,2,550,1,1125,0,17,47,109,6,7
21192956,3,1,1,1,1462,2,500,2,1125,2,29,31,269,32,3
21193146,2,1,1,1,2714,1,3000,1,1125,0,0,0,0,1,22
21193200,4,1,1,2,1403,2,500,2,1125,6,33,35,127,45,3
21193440,2,1,1,1,914,1,400,30,1125,29,59,89,179,0,2
21193455,2,1,1,1,914,1,400,30,1125,29,59,89,364,0,3
21193695,2,1,1,1,914,1,400,30,1125,29,59,89,364,0,3
21193864,2,1,1,1,701,1,400,30,1125,29,59,89,179,0,2
21193918,2,1,1,1,914,1,400,30,1125,29,59,89,364,0,3
21194226,2,1,1,1,1891,1,0,1,1125,24,54,77,163,0,1
21194284,2,1,1,1,2196,1,550,1,1125,0,0,0,0,2,7
21195152,2,1,1,1,1005,1,180,2,365,9,34,64,152,21,1
21195700,5,1,1,2,1950,2,500,2,1125,7,24,54,329,48,9
21198485,2,1,1,1,853,2,499,1,30,3,30,60,149,73,1
21207242,2,1,1,2,1005,2,300,2,1125,15,19,49,50,29,1
21209576,6,1,1,2,2409,4,500,2,1125,29,59,89,362,8,10
21210325,1,1,0,1,21350,1,0,1,1125,0,0,0,0,0,1
21214269,6,1,2,2,2409,4,400,2,1125,21,49,74,344,1,5
21218731,8,4,4,7,13799,8,800,1,1125,13,35,54,317,12,9
21220106,2,1,1,1,2193,1,880,1,1125,19,49,79,141,1,7
21224198,4,1,1,2,518,1,548,1,1125,14,18,48,138,11,10
21225562,6,1,0,3,1799,2,500,2,1125,21,51,81,81,7,3
21228606,6,1,1,4,1158,4,499,1,1125,30,60,90,365,2,43
21233528,6,1,1,1,457,1,500,1,1125,8,11,41,47,0,10
21236399,8,1,0,4,1799,4,400,2,1125,6,19,39,127,51,6
21236621,6,1,1,3,4300,4,300,2,1125,15,41,60,139,5,11
21237407,2,1,1,1,1889,1,0,1,1125,13,43,73,73,53,53
21239235,3,1,2,3,793,1,250,2,12,0,0,0,0,18,1
21241025,4,1,1,2,1708,4,300,2,1125,12,26,35,122,12,6
21245240,2,1,1,2,1797,1,500,1,1125,23,46,57,318,1,4
21245844,4,1,0,2,1401,4,300,1,90,25,52,82,82,4,46
21245845,6,1,0,3,1462,4,300,1,90,26,56,86,86,3,46
21245847,6,1,0,3,1493,4,300,1,90,28,58,88,88,7,46
21245848,2,1,0,1,1066,2,300,1,90,24,54,84,84,4,46
21245849,2,1,0,1,1188,2,300,1,90,19,49,79,79,18,46
21245850,2,1,0,1,1097,2,300,1,90,14,37,67,67,10,46
21245851,3,1,0,2,1310,2,300,1,90,23,53,83,83,10,46
21246281,4,1,1,2,1891,2,400,2,1125,8,20,48,48,32,1
21248377,6,1,1,3,1250,2,250,1,1125,0,5,28,297,38,19
21255114,6,1,1,3,1677,3,500,2,20,2,14,27,267,44,4
21258655,1,5,1,1,1584,1,1200,1,1,30,60,90,90,15,2
21274822,2,1,1,1,609,1,0,1,40,1,1,1,1,3,1
21274837,2,1,1,1,914,2,0,2,1125,5,30,49,321,27,4
21282063,8,4,4,7,13799,8,800,1,1125,13,36,59,328,6,9
21283674,2,1,1,1,1797,1,0,2,1125,28,58,88,88,0,1
21283843,1,1,1,1,609,1,0,1,1125,6,36,66,66,27,1
21303145,8,3,1,2,701,1,250,1,1125,30,60,90,90,0,1
21312981,6,5,1,6,1706,1,0,2,90,25,55,77,161,2,10
21317130,2,1,1,1,854,1,0,2,90,3,16,20,99,20,14
21327424,4,2,1,4,609,1,600,6,14,30,60,90,90,2,11
21328643,4,1,1,1,1401,1,250,1,1125,0,29,59,59,2,5
21329029,6,1,3,3,2193,2,420,3,1124,21,51,81,90,23,6
21333611,8,2,2,4,3294,1,0,1,1125,7,30,58,145,46,11
21333731,2,1,1,1,1098,2,0,1,31,18,39,69,160,68,11
21334177,4,1.5,1,3,1401,2,300,1,1125,12,17,35,119,39,1
21340043,2,1,1,1,1614,1,0,1,1125,23,53,79,351,3,3
21348307,4,1,1,2,2163,1,0,1,1125,30,60,90,90,5,5
21352701,2,1,0,1,1614,1,0,1,1125,23,53,79,351,1,3
21354963,10,2,0,6,6008,7,600,1,1125,30,60,90,91,1,17
21361479,2,1,1,1,1401,1,0,2,180,20,50,80,165,15,10
21366187,6,1,1,3,1950,1,0,1,1125,9,29,54,54,46,33
21366828,6,1,2,2,2318,1,0,1,1125,2,15,30,30,49,33
21371757,6,1,3,4,2985,5,500,2,1125,2,18,38,216,29,16
21371979,2,1,1,1,854,1,150,2,1125,20,42,71,339,32,1
21373490,1,1,1,1,640,1,0,3,180,0,27,57,329,9,2
21379859,2,1,1,1,1127,1,500,3,1125,4,4,4,4,32,1
21382414,3,1,1,2,1159,1,0,2,1125,11,17,45,105,49,6
21388420,6,1,0,3,1586,4,600,2,365,30,60,90,91,12,2
21388533,4,1,1,2,1584,2,200,5,90,8,23,24,38,5,14
21390555,6,2,2,3,2196,4,450,2,41,0,27,52,133,2,4
21392952,4,1,0,2,2589,1,0,1,1125,21,43,70,156,44,9
21393080,9,2,3,5,4965,5,500,1,35,11,22,37,279,30,5
21395668,2,1,1,1,1281,2,500,1,99,30,60,90,365,2,35
21398531,2,1,1,1,1098,1,0,1,7,0,0,0,0,0,1
21399910,1,1,1,1,488,1,160,3,30,0,0,0,0,2,1
21400477,2,1,1,1,2406,1,880,1,1125,30,60,90,152,0,7
21400609,2,1,1,1,2193,1,550,1,1125,7,28,28,28,0,7
21400905,2,1,1,1,2193,1,550,1,1125,18,48,78,106,2,7
21401026,2,1,1,1,2193,1,550,1,1125,0,0,5,67,2,7
21402452,2,1,1,1,1371,1,0,3,15,7,18,43,49,37,2
21407651,2,1,1,1,1159,1,0,1,1125,15,38,68,327,64,8
21420494,3,1,1,2,1889,1,0,1,30,29,59,89,89,0,2
21428499,2,1,1,1,640,1,200,2,1125,16,46,76,76,43,6
21432760,4,1,1,2,1005,2,151,2,365,3,17,26,106,33,10
21433976,7,2,3,4,2285,2,500,2,60,25,34,62,62,10,6
21434039,2,1,1,1,1462,1,0,1,60,28,58,88,88,1,2
21435436,5,1,1,3,1860,2,350,2,30,8,26,47,215,41,7
21441534,2,1,1,1,2010,1,800,1,30,26,56,86,86,13,1
21446285,8,2,3,4,4874,6,305,2,1124,18,48,78,100,38,13
21455105,3,1,1,2,1189,2,300,1,45,8,25,44,55,57,2
21456626,2,1,1,1,914,1,0,1,1125,0,0,0,241,11,2
21461068,3,1,1,2,670,1,158,1,1125,2,29,59,148,36,12
21462701,2,1,0,1,1250,1,0,2,1125,10,22,47,220,58,5
21463890,3,1,1,2,1980,2,500,2,1124,11,41,71,151,44,9
21466887,7,2,3,6,1767,1,0,30,1125,0,0,0,260,0,46
21469552,4,1,1,3,1525,4,0,2,1125,2,2,5,28,5,12
21471005,10,1,3,5,4209,6,500,1,1125,7,34,47,309,18,7
21477379,8,1,3,6,2132,4,305,2,1125,21,50,76,166,9,15
21479070,1,1,1,1,1371,1,350,2,120,18,40,62,327,4,3
21487135,5,1,1,3,1494,2,450,2,1124,25,42,60,125,10,18
21491932,6,2,3,3,3808,6,305,2,90,9,36,62,86,27,4
21494012,7,2,3,6,1950,1,300,30,1125,0,0,0,260,1,46
21497023,2,1,1,1,1493,1,500,14,1125,30,60,90,365,0,3
21498268,2,1,1,1,1005,2,500,1,15,0,0,11,11,17,2
21505339,2,0,0,2,1036,1,0,1,30,28,58,87,87,0,9
21505507,2,1,1,1,2498,1,500,5,1125,30,60,90,365,1,3
21505613,4,1,2,2,3990,1,300,14,1125,30,60,90,365,0,3
21505628,8,4,4,7,13799,8,800,1,1125,0,20,39,304,5,9
21506368,8,3,4,5,12002,8,800,1,1125,9,25,37,274,16,9
21507854,2,1,1,1,2806,1,0,1,30,0,0,0,0,13,4
21509246,7,2,3,1,2102,1,0,21,1125,0,0,0,260,0,46
21510723,2,1,1,1,1980,1,500,3,1125,20,50,80,355,0,19
21514633,4,1,1,2,1066,2,500,1,1125,21,51,80,158,1,13
21514901,2,0,1,2,1279,1,0,1,1125,25,55,85,360,0,19
21515645,3,1,1,2,2285,1,0,3,1125,24,54,84,359,0,19
21515766,4,1,1,2,2985,1,0,3,1125,23,53,83,358,0,19
21520529,6,1,1,4,1005,3,555,1,60,24,54,84,170,11,2
21520761,7,2,2,5,2894,4,500,2,1125,29,59,89,360,7,1
21521547,6,1,1,4,1005,3,555,1,60,29,59,89,176,10,2
21521985,2,1,1,1,1736,1,0,1,180,11,41,71,247,33,8
21524292,2,1,1,1,1281,2,300,2,1125,0,0,0,0,9,2
21532994,4,1,0,1,1828,2,457,1,1125,9,18,43,286,67,2
21533400,2,1,1,1,1098,2,300,2,1125,0,0,0,0,6,2
21534210,4,1,1,1,2013,2,300,1,1125,0,0,0,0,9,12
21551937,1,1,1,1,640,1,0,2,1125,3,33,59,147,14,4
21552344,10,2,2,6,3751,4,650,1,20,2,4,4,59,8,2
21552847,2,1,1,1,1828,1,0,2,90,6,30,44,44,41,18
21553726,2,1,1,1,1828,1,0,2,90,17,47,61,62,31,18
21555543,13,3,6,7,5513,4,500,1,1125,15,42,62,331,25,12
21558142,4,1,1,2,1494,2,300,1,31,0,0,0,0,0,1
21559219,6,1,0,1,1494,2,500,2,1125,18,48,77,77,2,3
21559606,2,1,1,1,883,1,0,1,1125,23,53,83,83,52,53
21559813,2,1,1,1,883,1,0,1,1125,21,51,81,81,48,53
21559966,2,1,1,1,883,1,0,1,1125,11,36,66,66,46,53
21560026,2,1,1,1,883,1,0,1,1125,26,56,86,86,32,53
21561990,4,1,1,2,1372,2,350,2,1125,3,16,37,301,76,6
21564687,2,1,1,1,1432,1,500,2,1125,0,28,58,148,0,2
21568771,6,2,3,3,3290,6,400,1,1125,13,29,38,99,22,1
21570095,3,1,1,2,1005,3,0,2,1125,13,34,54,141,16,9
21570354,2,1,1,1,487,1,0,31,1125,30,60,90,90,0,3
21570983,2,1,1,1,1005,1,300,2,1125,0,0,18,18,2,2
21576983,2,1,0,1,2589,1,0,7,1125,23,53,83,358,0,1
21578051,4,1,1,2,1799,3,400,2,1125,4,15,29,297,37,8
21578947,4,1,1,2,1097,2,200,1,1125,12,37,60,333,26,8
21583171,4,1,2,3,1310,1,0,28,1125,0,0,0,260,0,46
21584643,2,.5,0,2,1464,1,0,1,30,27,57,87,178,1,1
21589671,2,1,1,1,792,2,0,1,90,11,37,62,331,56,9
21593245,6,1,0,3,1799,2,305,1,30,9,26,36,123,54,4
21596149,1,1,1,1,701,1,0,30,30,29,59,89,89,0,4
21598660,2,1.5,0,1,487,2,0,1,1125,11,11,11,203,36,4
21600712,6,2,2,3,3838,4,426,1,1125,10,37,59,226,35,9
21601309,6,1,2,3,1340,2,499,1,1125,14,37,67,67,31,53
21601654,1,1,1,1,1097,1,0,1,60,29,59,89,89,0,1
21603663,4,2,2,2,1706,2,300,2,180,3,18,43,128,36,3
21604046,2,1,0,1,1493,1,0,1,1125,21,48,69,69,26,1
21604954,5,1,0,2,1006,2,400,2,1125,5,16,46,120,8,16
21606341,2,1,1,1,1828,1,0,2,90,16,45,59,59,17,18
21617186,3,1,1,3,1493,2,609,1,1125,9,20,48,133,18,1
21617985,13,3,6,7,5788,6,500,1,1125,17,43,63,338,17,8
21621794,1,1,1,1,549,1,0,2,1125,12,26,56,137,20,28
21624052,4,1,0,3,1188,2,250,2,1125,5,14,25,161,58,10
21625156,4,1,0,3,4204,1,887,3,30,30,60,90,90,1,2
21626174,2,1,0,1,1403,1,0,1,90,18,43,58,58,24,5
21626266,4,1,1,3,1310,1,146,28,1125,1,1,1,266,0,46
21627652,2,1,1,2,1188,1,300,1,7,29,59,89,89,1,3
21630556,3,1,1,2,2346,2,350,1,1125,0,11,29,29,78,1
21636330,6,1,1,3,2257,4,500,2,1124,21,51,74,139,33,18
21637618,5,1,2,3,1555,3,300,2,1125,21,44,69,337,4,19
21637730,4,1,2,2,1554,1,0,2,1125,6,30,58,148,35,4
21641356,6,2,3,3,4575,4,610,4,1124,8,14,31,300,11,8
21644208,6,2,3,3,2711,1,0,3,1100,6,24,36,115,21,4
21644515,7,1,4,4,2711,1,0,3,1124,21,51,73,155,19,4
21652522,2,1,1,1,914,1,0,1,1125,25,54,79,111,26,2
21667199,2,1,1,2,1188,1,300,1,1125,30,60,62,62,2,8
21667298,3,1,1,2,1706,1,300,1,1125,30,60,62,62,0,8
21667389,4,1,1,2,2498,4,500,1,1125,30,60,62,62,0,8
21667784,2,1,1,1,1188,1,300,1,1125,30,60,62,62,7,8
