id,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,calculated_host_listings_count
13283224,4,1,0,3,1311,2,250,2,99,20,46,76,77,58,25
13286555,10,2,2,4,6488,8,700,1,1125,29,59,89,364,1,10
13289057,4,1,1,2,1372,2,500,2,1125,11,34,56,326,93,4
13289778,4,1,1,2,1372,2,500,2,1125,11,18,42,308,98,4
13294417,4,1,2,2,1769,2,200,1,1125,12,38,64,145,115,9
13300005,2,1,0,1,1067,1,0,2,20,0,0,0,0,0,1
13303643,8,8,1,8,488,1,500,1,90,30,60,90,178,6,9
13303664,4,1,1,1,1159,1,305,1,1125,0,0,0,0,4,1
13316714,6,2,3,3,2985,1,0,1,365,13,30,56,142,156,5
13318506,2,1,1,2,1218,1,0,1,1125,24,54,84,84,55,3
13319294,2,1,1,2,1097,1,0,1,1125,15,45,75,75,89,3
13324212,4,1,1,2,1706,1,200,1,180,2,5,13,70,170,1
13335533,7,2,4,4,12002,7,800,1,1125,14,37,53,320,29,9
13335784,4,1,0,2,1493,1,0,2,1125,0,21,39,39,185,2
13336511,2,1,1,1,149997,1,0,1,1125,0,0,0,0,0,1
13344633,6,1,1,3,2409,3,400,1,1125,15,38,62,153,75,22
13346746,2,1,1,1,1218,1,305,1,1125,29,59,89,364,0,1
13350045,6,1,1,3,1950,2,675,1,1125,0,0,0,124,27,6
13351438,3,1,1,2,1584,2,500,2,1124,5,29,59,139,111,19
13351971,6,2,3,3,3965,5,610,1,1125,0,0,0,0,6,1
13352504,2,0,1,1,793,1,0,1,1125,27,57,87,319,5,20
13357699,3,1,1,1,1494,2,500,1,1125,30,60,90,181,14,4
13362147,2,2,1,1,640,1,0,1,1125,27,51,73,330,10,20
13362248,2,2,1,2,488,1,168,1,1125,28,52,74,336,20,20
13362885,4,2,1,2,1736,2,500,2,1125,23,53,83,352,39,1
13364884,1,1,0,1,1188,1,500,11,1125,4,32,40,302,7,9
13365486,4,1,0,2,2254,2,318,2,1125,1,27,57,327,139,2
13367389,1,1,1,1,1128,1,400,2,7,0,0,0,0,0,1
13372985,2,1,1,1,853,1,550,2,60,0,18,46,317,20,1
13380983,6,1,1,3,1189,1,400,1,7,23,53,77,339,55,16
13397827,4,1.5,1,1,1005,1,366,1,90,29,59,89,360,0,2
13399701,4,1,0,2,2501,1,0,2,1125,13,41,55,133,140,3
13400546,4,1,1,2,2010,1,0,1,31,28,58,88,362,18,8
13401438,1,1,1,1,762,1,0,2,20,0,0,0,0,6,2
13401607,2,1,1,1,457,1,0,1,10,0,0,0,0,0,1
13404083,4,1.5,1,2,1767,2,400,2,1125,6,29,56,56,57,3
13404999,2,1,1,1,762,1,0,1,1125,10,33,63,330,39,3
13405397,4,1,1,2,2285,1,0,30,365,29,59,89,364,1,6
13405404,3,1,1,2,1218,2,609,3,1125,0,0,0,0,49,1
13406144,8,1,1,8,457,1,538,30,365,30,60,90,365,3,6
13406169,2,1,1,1,2193,1,0,2,1125,28,58,88,363,41,1
13406496,2,1,1,1,1403,1,0,1,1125,0,0,0,0,2,1
13409849,3,1,1,2,1189,2,200,1,1125,17,36,63,143,95,9
13411246,3,1,1,2,1189,2,200,1,1125,16,43,71,157,121,9
13411654,2,1,1,1,1281,1,0,1,1125,9,35,60,146,118,9
13417375,3,1,1,2,1586,1,250,2,1125,0,8,20,275,166,5
13417671,12,3,2,10,8011,8,0,3,1125,29,59,89,364,3,10
13418495,2,2,1,1,640,1,0,1,1125,28,48,70,148,3,20
13418596,1,2,1,1,488,1,0,1,1125,27,51,73,335,7,20
13423308,6,1,1,2,1493,4,300,1,1125,15,45,70,70,131,5
13424321,4,1,1,2,6039,1,0,2,7,0,0,0,0,2,1
13426385,3,1,3,1,488,1,0,1,1125,0,0,0,0,0,1
13438286,3,1,1,2,1494,2,250,2,1125,0,2,2,198,144,5
13438783,2,1,1,2,1586,1,0,2,1125,0,5,16,254,154,5
13441600,2,1,1,1,1310,2,300,1,30,19,45,67,235,89,3
13441938,11,6,1,11,701,1,700,1,1125,0,0,0,106,0,2
13446141,8,4,4,4,1797,2,750,1,180,30,60,90,365,1,9
13446177,4,3,2,3,4508,3,500,3,4,28,58,88,360,0,4
13454779,4,1,1,2,1311,3,300,1,1125,9,24,48,131,142,6
13455540,2,1,3,1,457,1,399,1,1125,4,20,32,294,79,3
13455908,2,1,10,1,11590,1,0,1,1125,0,0,0,0,1,1
13467462,1,1,1,1,944,1,0,1,1125,8,33,63,153,74,1
13468740,2,1,1,1,1401,1,500,2,1125,0,28,57,142,9,2
13482383,8,8,1,8,488,1,680,1,1125,29,59,82,82,0,6
13482511,2,1,1,1,914,1,0,2,300,3,21,35,203,95,1
13482640,2,1,1,1,1799,2,500,1,1125,27,57,85,144,0,12
13482645,1,1,1,1,1189,1,0,1,1125,0,0,0,0,1,1
13485301,2,1,1,1,1006,1,0,3,1125,0,0,0,0,2,1
13487114,4,1,1,2,1675,1,0,2,45,0,0,0,56,59,3
13487493,10,2,3,8,7615,6,609,2,1125,13,31,31,78,40,4
13488089,4,1,1,2,2498,2,400,5,60,24,54,84,160,45,6
13488719,4,1,1,2,2894,1,0,2,30,24,54,84,162,78,2
13490968,4,1,1,2,4508,1,500,1,1125,29,59,89,364,0,4
13491727,2,1,1,2,640,1,0,1,3,0,0,0,0,1,1
13498319,4,3,4,1,335,1,0,1,3,0,0,0,0,0,1
13503459,6,5,1,6,396,1,250,2,90,29,50,72,156,1,8
13504698,3,1,1,1,1005,1,250,1,1125,11,33,63,150,120,6
13515648,2,1,1,1,701,1,0,365,730,30,60,90,365,0,1
13516967,3,1,1,2,2196,1,0,1,1125,27,57,87,357,0,43
13517256,3,1,1,2,2193,1,0,1,1125,28,58,87,358,0,43
13517451,3,1,1,2,2196,1,0,1,1125,27,57,87,357,0,43
13518078,3,1,1,2,1799,1,0,1,1125,27,57,87,357,1,79
13520722,3,1,1,2,1799,1,0,1,1125,27,57,87,357,8,79
13521003,2,1,1,1,1464,1,0,1,1125,0,0,0,0,6,3
13521535,3,1,1,2,1799,1,0,1,1125,27,57,87,357,2,79
13521717,3,1,1,2,1799,1,0,1,1125,27,57,87,357,0,79
13521887,1,3,1,6,457,1,0,1,1125,28,58,88,358,22,79
13522090,1,3,1,6,457,1,0,1,1125,28,58,88,358,2,79
13522300,2,3,1,6,915,1,0,1,1125,28,58,88,358,0,79
13522467,3,3,1,6,1372,1,0,1,1125,28,58,88,358,0,79
13522795,4,3,1,4,1830,1,0,1,1125,27,57,87,357,5,79
13523842,5,3,1,6,2287,1,0,1,1125,28,58,88,358,0,79
13524123,6,3,1,6,2745,1,0,1,1125,27,57,87,357,4,79
13528539,4,1,1,2,1097,2,400,1,1125,12,40,70,70,127,5
13532050,2,1,1,1,1006,1,0,1,1125,0,0,0,0,0,1
13540710,2,1,1,1,518,1,200,2,1125,24,42,70,154,103,8
13540867,3,2,1,2,7280,2,2010,3,90,21,51,81,235,3,1
13541751,2,1,1,1,1464,1,0,1,1125,0,0,0,0,0,3
13548937,2,1,1,1,518,1,7625,1,1125,0,0,0,0,0,1
13551913,6,1,1,3,2409,4,300,2,60,16,38,57,321,135,3
13555015,4,1,1,2,2074,2,200,2,1125,14,43,73,197,27,14
13563942,6,5,1,6,396,1,250,2,180,29,59,81,165,11,8
13566489,4,1,2,3,3503,4,500,2,1125,12,42,70,70,43,6
13569217,2,1,1,1,915,1,0,1,1125,0,0,0,0,0,1
13570845,1,1,1,1,487,1,0,1,1125,18,45,72,72,96,6
13570858,2,1,1,1,945,1,0,3,365,23,53,83,84,6,2
13571429,2,1,1,1,1188,1,0,1,30,26,54,83,355,39,8
13571678,2,1,1,1,1188,1,0,1,31,21,49,78,351,51,8
13573573,8,1,1,4,2894,4,300,2,15,5,18,35,96,157,8
13579328,3,1,1,2,793,1,0,1,1125,0,0,0,0,0,1
13579736,4,1,2,2,2285,2,0,1,1125,14,41,71,157,6,4
13591696,8,1,3,3,3080,6,400,1,1125,9,26,39,119,16,1
13596035,2,1,1,1,1188,1,0,1,30,22,42,71,344,24,8
13596213,4,1,1,2,2010,1,0,1,30,28,58,88,360,29,8
13596643,2,1,1,1,1188,1,0,1,30,18,48,76,347,22,8
13596823,2,1,1,1,1188,1,0,1,1125,17,47,76,349,18,8
13597026,2,1,1,1,1188,1,0,1,1125,26,56,86,358,121,8
13598268,3,1,2,2,1403,1,0,2,24,0,0,0,0,0,2
13610279,3,1,0,1,1736,2,200,2,14,11,40,70,129,55,1
13611743,6,5,1,6,396,1,250,2,360,29,59,81,165,11,8
13611755,6,5,1,6,396,1,250,2,180,29,59,81,165,5,8
13613240,4,1,2,2,2498,1,0,1,1125,14,31,58,233,239,6
13614867,6,1,3,4,4209,4,610,2,1125,0,0,0,0,71,1
13615184,8,2,3,5,2863,3,500,1,1125,10,40,41,41,38,8
13624055,5,1,1,3,1891,2,500,2,1125,14,38,61,332,4,5
13625635,1,3,1,1,854,1,0,1,1125,24,54,84,139,1,50
13631453,4,1.5,2,2,2315,4,500,1,1125,16,22,48,135,30,2
13633237,6,1,2,3,1188,3,250,2,1125,10,24,35,79,120,6
13633324,2,1,1,1,915,1,500,3,1125,27,57,87,359,0,2
13645268,2,1,1,1,853,1,0,2,1125,19,47,77,77,106,8
13646157,3,1,0,2,1340,2,500,1,1125,7,13,24,289,129,5
13646353,4,1,2,2,1493,1,300,2,1125,21,51,78,164,108,3
13646694,2,1,1,1,1311,1,0,1,1125,27,57,87,357,0,79
13647235,2,1,1,1,1311,1,0,1,1125,27,57,87,357,10,79
13647587,2,1,1,1,1310,1,0,1,1125,28,58,87,358,2,79
13648210,2,1,1,1,1310,1,0,1,1125,26,56,85,356,11,79
13648994,4,1,1,2,2287,4,500,1,99,30,60,90,365,0,35
13649155,4,1,1,2,1891,2,300,2,1125,5,23,48,139,143,11
13649512,8,3,1,8,5612,1,0,1,1125,28,58,88,358,0,43
13649848,4,1,1,1,2074,4,200,1,25,0,0,0,0,0,1
13652930,4,1,2,1,2074,2,200,1,1125,0,0,0,0,0,1
13653648,10,1,2,5,4605,6,500,3,1125,12,39,41,41,0,6
13659546,2,1,1,1,488,1,0,30,300,30,60,90,91,13,5
13659586,2,2,1,1,701,1,0,1,1125,0,0,0,0,1,1
13660847,4,1,2,2,2285,2,457,4,999,11,41,61,330,24,5
13662122,1,1,1,1,488,1,0,1,3,0,0,0,0,0,1
13665632,2,1,1,1,1586,1,0,1,1125,27,57,87,357,2,43
13665692,2,1,1,1,822,1,180,21,31,0,0,0,0,14,2
13666640,2,1,1,1,2924,1,0,3,1125,0,0,0,0,0,1
13666944,2,1,1,1,1403,1,0,3,1125,0,0,0,0,1,3
13673783,4,1,1,2,1980,2,0,2,1125,21,38,63,187,25,14
13675046,2,1,1,1,1311,1,0,1,1124,2,11,26,115,91,17
13675950,6,1,2,3,3995,4,500,2,1125,25,40,55,313,10,4
13676530,2,1,0,1,4996,1,0,1,1,29,59,89,89,0,3
13680238,4,2.5,2,2,8540,1,1159,1,7,0,0,0,0,1,1
13680789,7,1,3,4,4782,5,800,2,1124,17,47,77,157,92,19
13686774,7,2,3,3,3990,5,500,2,1125,20,50,76,348,73,6
13687753,10,2,3,5,8011,6,750,3,1125,15,43,66,331,84,6
13692020,2,1,1,1,1614,1,0,1,1125,28,58,87,358,1,43
13692233,2,1,1,1,1586,1,0,1,1125,27,57,87,357,0,43
13694286,2,1,1,1,1220,1,0,2,14,0,0,0,90,50,1
13696125,2,1,1,1,792,1,0,2,1125,10,40,55,55,55,8
13700163,4,1,1,2,1677,4,0,1,365,1,22,45,293,126,33
13700197,1,1,1,1,1952,1,0,2,1125,0,0,0,0,0,1
13701594,2,3,1,6,1067,1,0,1,1125,28,58,88,358,0,43
13701729,3,3,1,6,1586,1,0,1,1125,28,58,88,358,0,43
13701819,6,3,1,6,3172,1,0,1,1125,28,58,88,358,0,43
13702120,5,3,1,6,2928,1,0,1,1125,28,58,88,358,1,43
13703106,6,2,1,6,13007,1,7000,1,1125,29,59,89,179,0,1
13703193,4,3,1,4,2135,1,0,1,1125,28,58,88,358,0,43
13703447,3,1,1,1,1889,1,300,2,45,0,0,0,86,29,1
13706468,8,2,3,4,6001,5,600,2,1125,14,40,64,328,115,6
13707676,5,2,2,3,2894,3,0,1,1124,10,40,41,41,63,8
13715359,2,1,1,1,914,2,0,1,1125,0,0,0,0,77,1
13716802,16,2,4,8,7006,7,650,2,1125,15,37,56,319,55,6
13718912,2,1,1,1,2589,1,0,1,365,29,59,89,89,1,1
13736133,2,3,1,1,1311,1,0,1,1125,27,57,87,357,0,43
13736492,1,1,1,1,2681,1,0,2,30,23,53,83,358,0,1
13736679,2,3,1,1,1311,1,0,1,1125,27,57,87,357,0,43
13742219,4,1,1,2,1919,2,500,2,30,7,22,39,113,90,5
13743219,3,1,2,2,2196,1,0,2,3,0,0,0,0,0,1
13745182,5,1,1,3,944,1,400,1,1125,6,34,60,145,30,1
13751826,2,1,1,1,1005,2,350,1,7,24,51,81,81,37,1
13753608,3,1,1,2,1220,2,260,1,120,10,29,59,60,122,7
13756215,4,1,1,3,1188,1,200,1,1125,30,60,90,90,2,2
13756803,2,1,1,1,1675,1,0,1,1125,29,59,89,179,0,2
13761545,12,1,3,6,3930,4,606,1,1125,0,0,0,124,30,6
13769932,3,1,1,2,883,1,366,1,1125,30,60,90,177,53,2
13772627,3,1,1,2,1919,2,609,1,1125,3,21,37,304,112,3
13780908,2,1,1,2,1188,1,548,2,7,30,60,90,365,3,1
13789041,8,1,2,5,3050,6,400,1,1125,16,32,58,314,70,2
13802886,2,1,1,1,1767,1,0,1,365,6,22,52,232,103,8
13803289,2,1,1,1,548,1,300,5,180,29,59,89,89,7,1
13804065,4,2,1,2,2802,1,0,1,1125,27,57,73,73,4,7
13815803,6,3,1,3,549,1,670,1,1125,29,59,77,77,18,7
13815909,8,2,1,4,549,1,670,1,1125,30,60,78,78,6,7
13816760,3,2,1,2,2102,1,0,1,1125,21,51,68,68,2,7
13816838,8,2,1,4,488,1,600,1,1125,30,60,78,78,13,7
13835351,2,1,1,1,701,1,183,3,1125,0,0,0,0,41,2
13839562,4,1,1,2,1645,2,500,1,1125,0,0,0,124,4,6
13840406,8,2,2,4,2467,8,0,1,1125,7,11,20,258,146,7
13844442,3,1,1,2,1493,2,600,2,60,21,51,81,81,10,3
13846928,4,1,2,2,1098,2,300,1,1125,30,57,80,171,41,13
13848376,2,1,1,1,2013,2,0,2,1125,22,22,52,325,8,4
13848754,11,4,3,6,2437,2,487,1,35,4,11,23,274,84,14
13849706,3,1,1,2,1311,2,300,1,1125,30,60,90,93,19,13
13849970,3,1,1,2,1493,2,300,2,1125,30,60,90,90,5,13
13854070,1,.5,1,1,945,1,154,1,1125,19,48,75,104,143,4
13854178,2,1,1,1,1677,1,0,1,1125,19,49,72,192,0,11
13854590,4,1,1,2,2684,4,0,1,1125,25,55,78,198,0,11
13854759,10,1,1,1,366,1,1000,1,1125,26,55,78,78,22,11
13854864,1,2,1,1,914,1,0,1,1125,29,59,89,89,0,1
13855114,2,1,1,1,1066,1,0,2,1125,29,59,89,89,18,3
13861134,2,1,1,1,1189,1,500,1,99,30,60,90,365,9,35
13861342,2,1,1,1,1067,1,500,1,99,30,60,90,365,8,35
13861508,2,1,1,1,1067,1,500,1,99,30,60,90,365,3,35
13862531,4,1,1,2,2071,2,200,2,1125,23,53,83,86,23,14
13866712,2,1,1,1,1523,2,300,1,300,30,60,90,365,5,13
13866989,4,1,1,2,1006,2,400,2,1125,25,55,85,91,48,1
13867004,2,1,1,1,1584,2,300,1,1125,30,60,90,362,11,13
13867052,2,1,1,1,2010,1,354,30,180,30,60,90,365,53,5
13867189,3,1,1,2,2193,2,300,1,1125,30,60,90,365,2,13
13867364,2,1,1,1,1614,2,300,1,1125,30,60,90,365,2,13
13867608,2,1,1,1,1584,1,300,1,1125,30,60,90,365,5,13
13867677,2,1,0,1,1340,1,300,1,1125,30,60,90,364,6,13
13868612,1,1,1,1,884,1,0,1,180,30,60,90,365,0,14
13870325,1,1,1,1,1005,1,0,1,180,30,60,90,365,1,14
13872720,6,2,2,3,5513,4,500,2,90,7,35,63,148,89,1
13873113,5,2,2,3,2742,3,609,3,120,7,14,44,134,55,6
13878169,2,1,1,1,1403,2,300,3,1125,2,17,42,313,16,2
13884498,2,1,1,1,2440,1,0,1,180,30,60,90,365,1,14
13884661,2,1,1,1,2437,1,0,1,180,30,60,90,365,0,14
13884864,2,1,1,1,2440,1,0,1,180,30,60,90,358,2,14
13884953,2,1,1,1,2440,1,0,1,180,30,60,90,365,1,14
13885085,10,2,4,4,4569,8,457,1,1125,22,44,58,145,29,5
13885163,2,.5,1,1,2196,1,0,1,180,29,58,81,170,20,14
13885423,2,1,1,1,1799,1,0,1,180,30,60,90,360,5,14
13885573,2,0,1,1,1797,1,0,1,180,30,60,90,365,1,14
13885754,1,1,1,1,854,1,200,1,1125,0,0,0,0,5,3
13886373,5,2,2,3,4514,1,0,2,1125,5,20,33,118,120,2
13901288,3,1.5,1,2,3507,1,0,2,1125,0,0,0,0,10,1
13901984,2,3,1,2,1006,1,0,1,1125,27,57,87,357,5,79
13902212,2,3,1,2,1005,1,0,1,1125,28,58,87,358,4,79
13902346,5,1,2,3,1736,3,350,1,1125,15,31,53,136,106,19
13903297,4,2,1,1,2589,2,300,2,1125,2,27,57,57,49,2
13904246,6,2,1,3,1188,4,300,1,1125,5,14,23,269,132,7
13906161,6,2,2,2,2102,2,600,2,365,20,31,59,147,154,2
13906407,9,1,2,5,2437,2,548,1,1125,23,45,67,315,81,7
13908229,1,1,1,2,335,1,915,3,30,13,25,42,314,180,1
13916051,2,1,0,1,1828,2,305,1,1125,28,58,86,357,19,12
13919338,2,1,1,2,1311,1,800,1,1125,0,0,0,0,4,4
13919928,2,1,1,1,854,1,500,1,3,0,0,0,0,0,1
13920777,2,1,1,1,1097,1,0,1,1125,25,55,85,85,35,5
13922227,4,1,1,1,1797,2,550,2,360,5,5,34,121,154,2
13928722,6,1,1,3,3202,4,300,2,1125,14,42,67,232,108,5
13928737,4,1,1,2,2196,1,0,1,1125,27,57,87,357,2,79
13928771,4,1,1,2,2193,1,0,1,1125,28,58,87,358,0,79
13928799,4,1,1,2,2196,1,0,1,1125,27,57,87,357,0,79
13928846,3,1,1,2,1797,1,0,1,1125,28,58,87,358,7,79
13928866,3,1,1,2,1799,1,0,1,1125,27,57,87,357,2,79
13928902,3,1,1,2,1799,1,0,1,1125,27,57,87,357,11,79
13929628,3,1,1,2,1799,1,0,1,1125,27,57,87,357,0,79
13929981,2,1,1,1,1311,1,0,1,1125,27,57,87,357,2,79
13930054,2,1,1,1,1310,1,0,1,1125,28,58,87,358,2,79
13930127,2,1,1,1,1311,1,0,1,1125,27,57,87,357,0,79
13930223,2,1,1,1,1311,1,0,1,1125,27,57,87,357,1,79
13930273,2,1,1,1,1311,1,0,1,1125,27,57,87,357,7,79
13931894,2,3,1,2,1006,1,0,1,1125,26,56,86,356,23,79
13932091,2,3,1,2,1006,1,0,1,1125,27,57,87,357,0,79
13932226,1,3,1,3,457,1,0,1,1125,28,58,87,358,9,79
13932528,2,3,1,6,915,1,0,1,1125,28,58,88,358,1,79
13932718,3,3,1,6,1372,1,0,1,1125,28,58,88,358,2,79
13932891,3,3,1,6,1372,1,0,1,1125,28,58,88,358,0,79
13933771,5,3,1,6,2287,1,0,1,1125,28,58,88,358,0,79
13933925,5,3,1,6,2287,1,0,1,1125,28,58,88,358,1,79
13934919,2,1,1,2,1006,1,500,1,60,0,0,0,0,13,1
13943514,2,1,1,1,1311,1,0,1,1125,0,0,0,0,0,1
13945956,1,1,1,1,883,1,152,2,1125,0,10,40,40,34,3
13946279,4,1,1,2,701,1,0,2,14,0,0,0,0,1,1
13947067,1,1,1,1,1614,1,0,1,60,12,42,72,347,14,1
13953861,2,1,1,1,1494,2,0,2,30,0,0,0,0,55,1
13960920,3,2,1,1,944,2,350,1,1125,26,56,85,318,4,20
13967487,5,1.5,2,3,2985,2,800,2,1125,27,57,87,177,1,1
13970033,10,2,3,7,3138,6,500,1,365,6,22,38,288,128,1
13981802,2,1,1,1,1494,1,0,6,1125,0,0,0,0,12,1
13981928,2,1,1,1,975,1,324,1,1125,0,0,0,272,41,2
14003706,1,1,1,1,792,3,0,2,90,29,59,89,175,18,3
14011749,6,1,1,3,2287,4,152,1,365,11,28,43,163,118,33
14021844,4,1,1,2,2592,3,300,2,112,6,23,43,208,101,5
14024132,6,1,0,2,1098,3,600,2,1125,8,28,52,65,89,20
14025442,3,1,0,1,915,2,300,2,40,3,15,25,69,116,20
14031405,8,2,3,3,2285,6,305,3,365,5,24,39,300,85,2
14033822,8,1,1,4,2958,4,400,2,15,6,22,37,111,42,7
14034087,1,1,1,1,335,1,0,1,1125,29,59,87,356,29,8
14034345,3,1,0,2,2711,2,609,3,99,19,45,69,159,52,16
14042589,5,1,1,2,1523,1,0,1,1125,16,36,59,146,106,10
14042752,2,1,1,1,1493,1,0,1,1125,11,37,62,152,87,10
14043542,2,1,1,2,701,1,0,1,2,0,0,0,0,0,1
14044045,2,1,1,1,1005,2,400,1,14,29,59,89,89,41,2
14045748,4,1,1,2,1188,1,0,1,1125,14,42,70,160,108,10
14045893,2,1,1,1,1188,1,0,1,1125,14,43,73,163,122,10
14045997,5,1,1,2,1523,1,0,1,1125,21,51,77,167,118,10
14052069,2,1,1,1,915,1,0,1,1125,0,0,0,0,4,1
14058675,2,2,1,1,1006,2,399,2,1125,20,50,79,350,25,43
14058895,2,1,1,1,1889,1,600,1,15,30,60,89,176,2,12
14065378,2,1,1,1,1614,2,500,1,1125,30,60,90,144,1,50
14065624,2,1,1,1,1586,2,500,1,1125,29,59,89,144,0,50
14065953,2,1,1,1,1614,2,0,1,1125,30,60,90,144,1,50
14066109,2,1,1,1,1767,2,600,1,1125,0,28,58,112,7,50
14066252,2,1,1,1,1952,2,500,1,1125,30,60,90,145,4,50
14066331,2,1,1,1,1952,1,500,1,1125,30,60,90,145,0,50
14066398,2,1,1,1,1952,2,500,1,1125,29,59,89,144,2,50
14066481,2,1,1,1,1952,2,500,1,1125,29,59,89,144,0,50
14066484,2,1,1,2,1950,1,0,2,1125,23,53,81,168,6,1
14066556,2,1,1,1,1952,2,500,1,1125,29,59,89,144,0,50
14067180,2,1,1,1,1950,2,500,1,1125,29,59,89,143,0,50
14067265,4,2,3,3,7503,1,0,1,1125,0,0,0,0,0,1
14067344,2,1,1,1,1952,2,500,1,1125,29,59,89,144,0,50
14067464,4,1,1,2,2802,4,500,1,1125,11,41,71,125,0,50
14067717,1,2,1,14,518,1,0,1,1125,30,60,90,145,2,50
14068007,1,2,1,14,518,1,0,1,1125,29,59,89,144,0,50
14068034,1,2,1,14,518,1,0,1,1125,29,59,89,144,3,50
14068043,1,2,1,14,518,1,0,1,1125,29,59,89,144,3,50
14068140,1,2,1,14,518,1,0,1,1125,29,59,89,143,1,50
14068144,1,2,1,14,518,1,0,1,1125,29,59,89,144,0,50
14068968,1,2,1,14,518,1,0,1,1125,29,59,89,144,0,50
14069073,1,2,1,14,518,1,0,1,1125,29,59,89,144,0,50
14069284,1,5,1,14,518,1,0,1,1125,29,59,89,144,6,50
14069285,1,2,1,14,518,1,0,1,1125,28,58,88,143,1,50
14069367,1,2,1,14,518,1,0,1,1125,29,59,89,144,0,50
14069519,5,1,2,3,2010,2,688,2,1124,15,40,70,150,86,19
14069575,1,3,1,16,518,1,0,1,1125,28,58,88,143,1,50
14069601,1,2,1,16,518,1,0,1,1125,28,58,88,143,0,50
14070079,1,3,1,16,518,1,0,1,1125,28,58,88,143,0,50
14070168,1,3,1,16,518,1,0,1,1125,29,59,89,144,0,50
14070281,1,3,1,16,518,1,0,1,1125,28,58,88,143,1,50
14070378,1,3,1,16,518,1,0,1,1125,28,58,88,143,0,50
14070418,1,3,1,16,518,1,0,1,1125,30,60,90,144,8,50
14070427,1,3,1,16,427,1,0,1,1125,29,59,89,144,0,50
14070543,1,3,1,16,518,1,0,1,1125,29,59,89,144,0,50
14070625,1,3,1,16,518,1,0,1,1125,26,56,86,141,0,50
14070632,1,3,1,16,518,1,0,1,1125,29,59,89,144,0,50
14070634,1,3,1,16,518,1,0,1,1125,28,58,88,143,1,50
14070638,1,3,1,16,518,1,0,1,1125,29,59,89,144,0,50
14070854,1,3,1,16,518,1,0,1,1,29,59,89,144,10,50
14070856,1,3,1,16,518,1,0,1,1,30,60,90,144,1,50
14070859,1,3,1,16,518,1,0,1,1125,29,59,89,144,0,50
14070866,1,3,1,16,518,1,0,1,1125,23,53,83,138,6,50
14070870,1,3,1,16,518,1,0,1,1125,28,58,88,143,0,50
14071115,1,3,1,16,518,1,0,1,1125,30,60,90,144,2,50
14071120,1,3,1,16,518,1,0,1,1125,28,58,88,143,0,50
14071128,1,3,1,16,518,1,0,1,1125,28,58,88,143,0,50
14071131,1,3,1,16,518,1,0,1,1125,0,27,57,112,39,50
14071137,1,3,1,14,518,1,0,1,1125,0,27,57,112,6,50
14071140,1,3,1,16,518,1,0,1,1125,29,59,89,144,2,50
14071147,1,3,1,16,518,1,0,1,1125,28,58,88,143,2,50
14079819,1,1,1,1,792,1,150,1,60,5,15,32,46,169,4
14081316,8,2,4,7,3808,4,762,3,90,10,11,41,131,32,6
14081381,2,1,1,1,792,1,650,3,40,19,29,59,144,90,1
14081617,2,1,1,1,1371,1,0,1,1125,1,11,36,118,94,17
14083621,8,1,2,4,3808,4,400,2,1125,10,21,37,292,101,13
14083864,8,2.5,3,4,4874,6,305,2,1124,15,39,61,91,112,13
14084896,1,2,1,14,548,1,0,1,15,29,59,88,360,5,12
14093665,8,2,3,4,3290,2,450,3,1120,2,8,29,38,102,6
14094627,1,5,1,16,548,1,0,1,1125,30,60,89,176,2,12
14094869,8,8,1,8,3995,1,0,1,1125,0,0,0,0,0,8
14095457,2,4,1,12,975,1,0,1,15,30,60,89,176,1,12
14096350,2,1,1,1,1188,1,0,1,1125,26,56,86,86,21,5
14096410,4,8,1,4,2406,1,0,1,1125,1,31,59,330,2,8
14096724,2,8,1,2,1401,1,0,1,1125,1,30,58,329,5,8
14097401,1,8,1,4,640,1,0,1,1125,1,31,59,330,4,8
14098184,2,1,1,2,1889,1,0,1,15,29,59,88,175,0,12
14100295,1,2,1,14,518,1,0,1,1125,29,59,89,144,0,50
14101985,4,1,1,2,1158,2,300,1,1125,18,48,78,168,27,1
14104399,3,1,1,2,2074,2,300,2,1125,10,40,70,191,8,14
14111310,1,8,1,4,640,1,750,1,1125,1,31,59,330,2,8
14111978,5,1,1,3,487,1,200,1,1125,15,19,49,138,86,10
14112661,1,8,1,6,640,1,0,1,1125,1,31,59,330,2,8
14112945,2,1,1,1,1614,2,400,2,1125,5,13,20,100,19,1
14113934,3,2,1,3,640,1,1050,1,1125,30,60,62,62,0,15
14114803,6,3,3,3,8803,1,0,2,30,16,39,66,66,52,1
14119540,4,1,1,2,1980,2,305,1,90,4,9,26,111,193,9
14121563,5,1,1,3,2163,4,300,2,1125,4,24,43,300,98,13
14127261,2,1,1,1,701,1,200,1,1125,8,17,25,273,136,7
14128103,6,2,1,6,396,1,400,3,30,0,0,0,0,1,1
14129981,3,1,1,1,1188,2,300,1,60,3,27,44,44,210,4
14143527,4,1,1,2,1767,2,200,5,90,0,29,59,69,16,14
14144462,4,1,2,2,2132,3,366,2,1125,6,28,42,99,88,2
14145557,4,1,1,2,1189,2,350,7,99,0,0,0,0,53,6
14149824,3,1,1,2,1493,1,0,1,1125,0,0,0,60,29,2
14151366,7,2,3,5,2985,6,400,3,180,6,16,33,67,85,2
14154389,8,1,1,1,701,2,1800,1,1125,29,59,82,82,8,11
